# Names as the emulator reads them out of the romset, with the region it states.
# 'check' rows are where your label shares no word with the emulator's.
romset	your label	game	region	suggested name	class
rockn2.zip	Rock'n Tread 2	Rock'n Tread 2	Japan	Rock'n Tread 2 (Japan)	alias
rockn3.zip	Rock'n 3	Rock'n 3	Japan	Rock'n 3 (Japan)	alias
rockn4.zip	Rock'n 4	Rock'n 4 (prototype)	Japan	Rock'n 4 (prototype) (Japan)	alias
rockrage.zip	Rock'n Rage	Rock'n Rage	World	Rock'n Rage (World)	alias
rocktrv2.zip	Mtv Rock-n-roll Trivia	MTV Rock-N-Roll Trivia (Part 2)	—	MTV Rock-N-Roll Trivia (Part 2)	alias
rodland.zip	Rod Land	Rod-Land (set 1)	World	Rod-Land (set 1) (World)	alias
rohga.zip	Rohga Armor Force	Rohga: Armor Force (Asia/Europe v5.0)	—	Rohga: Armor Force (Asia/Europe v5.0)	alias
rolcrush.zip	Rolling Crush	Rolling Crush (version 1.07.E - 1999/02/11, Trust license)	—	Rolling Crush (version 1.07.E - 1999/02/11, Trust license)	alias
rollerg.zip	Rollergames	Rollergames	USA	Rollergames (USA)	alias
rompers.zip	Rompers (Japan, new version (Rev B))	Rompers (new version (Rev B))	Japan	Rompers (new version (Rev B)) (Japan)	alias
rotd.zip	Rage of the Dragons	Rage of the Dragons (NGM-2640?)	—	Rage of the Dragons (NGM-2640?)	alias
roughrac.zip	Rough Racer	Rough Racer (Floppy Based, FD1094 317-0058-06b)	Japan	Rough Racer (Floppy Based, FD1094 317-0058-06b) (Japan)	alias
roundup.zip	Round-up	Round-Up	—	Round-Up	alias
route16.zip	Route 16	Route 16 (Sun Electronics, set 1)	—	Route 16 (Sun Electronics, set 1)	alias
rpatrol.zip	River Patrol	River Patrol	Japan	River Patrol (Japan)	alias
rshark.zip	R-Shark	R-Shark (set 1)	—	R-Shark (set 1)	alias
rthunder.zip	Rolling Thunder	Rolling Thunder (rev 3)	—	Rolling Thunder (rev 3)	alias
rtype.zip	R-Type	R-Type	World	R-Type (World)	alias
rtype2.zip	R-Type II	R-Type II	World	R-Type II (World)	alias
rtypeleo.zip	R-Type Leo	R-Type Leo	World	R-Type Leo (World)	alias
rumba.zip	Rumba Lumber	Rumba Lumber (rev 1)	—	Rumba Lumber (rev 1)	alias
rushatck.zip	Rush'n Attack	Rush'n Attack	USA	Rush'n Attack (USA)	alias
ryouran.zip	Vs Mahjong Otome Ryouran	VS Mahjong Otome Ryouran (revision 2)	—	VS Mahjong Otome Ryouran (revision 2)	alias
ryujin.zip	Ryu Jin	Ryu Jin (ET910000B PCB)	Japan	Ryu Jin (ET910000B PCB) (Japan)	alias
ryukyu.zip	RyuKyu (Rev A, Japan) (FD1094 317-5023A)	RyuKyu (Rev A) (FD1094 317-5023A)	Japan	RyuKyu (Rev A) (FD1094 317-5023A) (Japan)	alias
s1945.zip	Strikers 1945	Strikers 1945	World	Strikers 1945 (World)	alias
s1945iii.zip	Strikers 1945 III	Strikers 1945 III / Strikers 1999	World	Strikers 1945 III / Strikers 1999 (World)	alias
sabotenb.zip	Saboten Bombers	Saboten Bombers (set 1)	—	Saboten Bombers (set 1)	alias
sadari.zip	Sadari (Japan, NTC license)	Sadari (NTC license)	Japan	Sadari (NTC license) (Japan)	alias
safarir.zip	Safari Rally	Safari Rally	World	Safari Rally (World)	alias
sailormn.zip	Pretty Soldier Sailor Moon	Pretty Soldier Sailor Moon (Version 95/03/22B)	Europe	Pretty Soldier Sailor Moon (Version 95/03/22B) (Europe)	alias
saiyugou.zip	China Gate	Sai Yu Gou Ma Roku	Japan	Sai Yu Gou Ma Roku (Japan)	check
salamand.zip	Salamander	Salamander (version D)	—	Salamander (version D)	alias
samsh5fe.zip	Samurai Shodown V Special	Samurai Shodown V Special / Samurai Spirits Zero Special (NGM-272) (NGH-272) (Final Edition, location test version)	—	Samurai Shodown V Special / Samurai Spirits Zero Special (NGM-272) (NGH-272) (Final Edition, location test version)	alias
samsh5sp.zip	Samurai Shodown V Special	Samurai Shodown V Special / Samurai Spirits Zero Special (NGM-2720)	—	Samurai Shodown V Special / Samurai Spirits Zero Special (NGM-2720)	alias
samsho.zip	Samurai Shodown	Samurai Shodown / Samurai Spirits (NGM-045)	—	Samurai Shodown / Samurai Spirits (NGM-045)	alias
samsho2.zip	Samurai Shodown II	Samurai Shodown II / Shin Samurai Spirits - Haohmaru Jigokuhen (NGM-063 ~ NGH-063)	—	Samurai Shodown II / Shin Samurai Spirits - Haohmaru Jigokuhen (NGM-063 ~ NGH-063)	alias
samsho3.zip	Samurai Shodown III	Samurai Shodown III / Samurai Spirits - Zankurou Musouken (NGM-087)	—	Samurai Shodown III / Samurai Spirits - Zankurou Musouken (NGM-087)	alias
samsho4.zip	Samurai Shodown IV - Amakusa's Revenge	Samurai Shodown IV - Amakusa's Revenge / Samurai Spirits - Amakusa Kourin (NGM-222 ~ NGH-222)	—	Samurai Shodown IV - Amakusa's Revenge / Samurai Spirits - Amakusa Kourin (NGM-222 ~ NGH-222)	alias
samsho5.zip	Samurai Shodown V	Samurai Shodown V / Samurai Spirits Zero (NGM-2700, set 1)	—	Samurai Shodown V / Samurai Spirits Zero (NGM-2700, set 1)	alias
samuraia.zip	Samurai Aces	Samurai Aces	World	Samurai Aces (World)	alias
santaball.zip	SantaBall - Christmas Tennis Game	SantaBall - Christmas Tennis Game (HB)	—	SantaBall - Christmas Tennis Game (HB)	alias
sasuke.zip	Sasuke Vs. Commander	Sasuke vs. Commander (set 1)	—	Sasuke vs. Commander (set 1)	alias
satansat.zip	Satan Of Saturn	Satan of Saturn (set 1)	—	Satan of Saturn (set 1)	alias
savagere.zip	Savage Reign	Savage Reign / Fu'un Mokushiroku - Kakutou Sousei	—	Savage Reign / Fu'un Mokushiroku - Kakutou Sousei	alias
sb2003.zip	Super Bubble 2003	Super Bubble 2003 (Ver 1.0)	World	Super Bubble 2003 (Ver 1.0) (World)	alias
sbagman.zip	Super Bagman	Super Bagman (version 5)	—	Super Bagman (version 5)	alias
sbasebal.zip	Super Champion Baseball	Super Champion Baseball	USA	Super Champion Baseball (USA)	alias
sbasketb.zip	Super Basketball	Super Basketball (version I, encrypted)	—	Super Basketball (version I, encrypted)	alias
sbishi.zip	Super Bishi Bashi Championship	Super Bishi Bashi Champ (ver JAA, 2 Players)	—	Super Bishi Bashi Champ (ver JAA, 2 Players)	alias
sbomber.zip	Space Bomber	Space Bomber (ver. B)	—	Space Bomber (ver. B)	alias
sbubsm.zip	Super Bubble Bobble	Super Bubble Bobble (Sun Mixing, Mega Drive clone hardware)	—	Super Bubble Bobble (Sun Mixing, Mega Drive clone hardware)	alias
scessjoe.zip	Success Joe	Success Joe	World	Success Joe (World)	alias
scfinals.zip	Super Cup Finals	Super Cup Finals (Ver 2.2O 1994/01/13, single PCB)	—	Super Cup Finals (Ver 2.2O 1994/01/13, single PCB)	alias
schmeisr.zip	Schmeiser Robo	Schmeiser Robo	Japan	Schmeiser Robo (Japan)	alias
sci.zip	Special Criminal Investigation	Special Criminal Investigation (World set 1)	—	Special Criminal Investigation (World set 1)	alias
scontra.zip	Super Contra	Super Contra (set 1)	—	Super Contra (set 1)	alias
screwloo.zip	Screw Loose	Screw Loose (prototype)	—	Screw Loose (prototype)	alias
scross.zip	Stadium Cross	Stadium Cross	World	Stadium Cross (World)	alias
scudhamm.zip	Scud Hammer	Scud Hammer (ver 1.4)	—	Scud Hammer (ver 1.4)	alias
sderby.zip	Super Derby	Super Derby (Playmark, v.07.03)	—	Super Derby (Playmark, v.07.03)	alias
sdfight.zip	Sd Fighters	SD Fighters	Korea	SD Fighters (Korea)	alias
sdi.zip	SDI - Strategic Defense Initiative	SDI - Strategic Defense Initiative (newer, System 16A, FD1089B 317-0027)	Japan	SDI - Strategic Defense Initiative (newer, System 16A, FD1089B 317-0027) (Japan)	alias
sdodgeb.zip	Super Dodge Ball	Super Dodge Ball / Kunio no Nekketsu Toukyuu Densetsu	—	Super Dodge Ball / Kunio no Nekketsu Toukyuu Densetsu	alias
searchar.zip	SAR: Search And Rescue	SAR - Search And Rescue	World	SAR - Search And Rescue (World)	alias
searchey.zip	Search Eye	Search Eye (English / Korean / Japanese / Italian)	—	Search Eye (English / Korean / Japanese / Italian)	alias
seawolft.zip	Sea Wolf	Sea Wolf (Tecfri)	—	Sea Wolf (Tecfri)	alias
secretag.zip	Sly Spy	Secret Agent (revision 3)	World	Secret Agent (revision 3) (World)	check
sectionz.zip	Section Z	Section Z	USA	Section Z (USA)	alias
seganinj.zip	Sega Ninja	Sega Ninja (315-5102)	—	Sega Ninja (315-5102)	alias
semibase.zip	Muhanseungbu	MuHanSeungBu (SemiCom Baseball)	Korea	MuHanSeungBu (SemiCom Baseball) (Korea)	alias
sengekis.zip	Sengeki Striker	Sengeki Striker	Asia	Sengeki Striker (Asia)	alias
sengoku.zip	Sengoku / Sengoku Denshou	Sengoku / Sengoku Denshou (NGM-017 ~ NGH-017)	—	Sengoku / Sengoku Denshou (NGM-017 ~ NGH-017)	alias
sengoku2.zip	Sengoku 2	Sengoku 2 / Sengoku Denshou 2	—	Sengoku 2 / Sengoku Denshou 2	alias
sengoku3.zip	Sengoku 3	Sengoku 3 / Sengoku Densho 2001 (set 1)	—	Sengoku 3 / Sengoku Densho 2001 (set 1)	alias
senknow.zip	Sen-know	Sen-Know	Japan	Sen-Know (Japan)	alias
senkyu.zip	Senkyu (Japan, newer)	Senkyu (newer)	Japan	Senkyu (newer) (Japan)	alias
sf.zip	Street Fighter	Street Fighter (set 1)	USA	Street Fighter (set 1) (USA)	alias
sf2.zip	Street Fighter II : The World Warrior	Street Fighter II: The World Warrior (World 910522)	—	Street Fighter II: The World Warrior (World 910522)	alias
sf2ce.zip	Street Fighter II' : Champion Edition	Street Fighter II': Champion Edition (World 920513)	—	Street Fighter II': Champion Edition (World 920513)	alias
sf2hf.zip	Street Fighter II' : Hyper Fighting	Street Fighter II': Hyper Fighting (World 921209)	—	Street Fighter II': Hyper Fighting (World 921209)	alias
sfa.zip	Street Fighter Alpha : Warriors' Dreams	Street Fighter Alpha: Warriors' Dreams (Europe 950727)	—	Street Fighter Alpha: Warriors' Dreams (Europe 950727)	alias
sfa2.zip	Street Fighter Alpha 2	Street Fighter Alpha 2 (Europe 960229)	—	Street Fighter Alpha 2 (Europe 960229)	alias
sfa3.zip	Street Fighter Alpha 3	Street Fighter Alpha 3 (Europe 980904)	—	Street Fighter Alpha 3 (Europe 980904)	alias
sfiii.zip	Street Fighter III : New Generation	Street Fighter III: New Generation (Europe 970204)	—	Street Fighter III: New Generation (Europe 970204)	alias
sfiii2.zip	Street Fighter III 2nd Impact : Giant Attack	Street Fighter III 2nd Impact: Giant Attack (USA 970930)	—	Street Fighter III 2nd Impact: Giant Attack (USA 970930)	alias
sfiii3.zip	Street Fighter III 3rd Strike : Fight for the Future	Street Fighter III 3rd Strike: Fight for the Future (Europe 990608)	—	Street Fighter III 3rd Strike: Fight for the Future (Europe 990608)	alias
sftm.zip	Street Fighter: The Movie	Street Fighter: The Movie (v1.12)	—	Street Fighter: The Movie (v1.12)	alias
sfz2al.zip	Street Fighter Zero 2 Alpha	Street Fighter Zero 2 Alpha (Asia 960826)	—	Street Fighter Zero 2 Alpha (Asia 960826)	alias
sfzch.zip	Street Fighter Alpha: Warriors' Dreams	Street Fighter Zero (CPS Changer, Japan 951020)	—	Street Fighter Zero (CPS Changer, Japan 951020)	alias
sgemf.zip	Super Gem Fighter: Mini Mix	Super Gem Fighter: Mini Mix (USA 970904)	—	Super Gem Fighter: Mini Mix (USA 970904)	alias
sgmast.zip	Super Masters Golf	Super Masters Golf (World?, Floppy Based, FD1094 317-0058-05d?)	—	Super Masters Golf (World?, Floppy Based, FD1094 317-0058-05d?)	alias
sgunner.zip	Steel Gunner	Steel Gunner (Rev B)	—	Steel Gunner (Rev B)	alias
sgunner2.zip	Steel Gunner 2	Steel Gunner 2	USA	Steel Gunner 2 (USA)	alias
shackled.zip	Shackled (US)	Shackled	USA	Shackled (USA)	alias
shadfrce.zip	Shadow Force	Shadow Force (Version 3)	World	Shadow Force (Version 3) (World)	alias
shadowld.zip	Shadowland	Shadowland (YD3)	—	Shadowland (YD3)	alias
shadoww.zip	Ninja Gaiden	Shadow Warriors (set 1)	World	Shadow Warriors (set 1) (World)	check
shangha3.zip	Shanghai III	Shanghai III	World	Shanghai III (World)	alias
shangon.zip	Super Hang-on	Super Hang-On (sitdown/upright) (unprotected)	—	Super Hang-On (sitdown/upright) (unprotected)	alias
sharrier.zip	Space Harrier	Space Harrier (Rev A, 8751 315-5163A)	—	Space Harrier (Rev A, 8751 315-5163A)	alias
shdancer.zip	Shadow Dancer	Shadow Dancer	World	Shadow Dancer (World)	alias
shinfz.zip	Shinobi	Shinobi / FZ-2006 (Korean System 16 bootleg) (ISG Selection Master Type 2006)	—	Shinobi / FZ-2006 (Korean System 16 bootleg) (ISG Selection Master Type 2006)	alias
shippumd.zip	Kingdom Grandprix	Shippu Mahou Daisakusen	Japan	Shippu Mahou Daisakusen (Japan)	check
shocktr2.zip	Shock Troopers : 2nd Squad	Shock Troopers - 2nd Squad	—	Shock Troopers - 2nd Squad	alias
shocktro.zip	Shock Troopers	Shock Troopers (set 1)	—	Shock Troopers (set 1)	alias
shogwarr.zip	Shogun Warriors	Shogun Warriors	World	Shogun Warriors (World)	alias
shollow.zip	Satan's Hollow	Satan's Hollow (set 1)	—	Satan's Hollow (set 1)	alias
shootout.zip	Shoot Out	Shoot Out	USA	Shoot Out (USA)	alias
shoottv.zip	Must Shoot TV	Must Shoot TV (prototype)	—	Must Shoot TV (prototype)	alias
shtngmst.zip	Shooting Master	Shooting Master (8751 315-5159a)	—	Shooting Master (8751 315-5159a)	alias
shufshot.zip	Shuffleshot	Shuffleshot (v1.40)	—	Shuffleshot (v1.40)	alias
sidearms.zip	Side Arms - Hyper Dyne	Side Arms - Hyper Dyne (861129)	World	Side Arms - Hyper Dyne (861129) (World)	alias
sidepckt.zip	Side Pocket	Side Pocket	World	Side Pocket (World)	alias
silentd.zip	Silent Dragon	Silent Dragon	World	Silent Dragon (World)	alias
silkworm.zip	Silk Worm	Silk Worm	World	Silk Worm (World)	alias
simpsons.zip	The Simpsons	The Simpsons (4 Players World, set 1)	—	The Simpsons (4 Players World, set 1)	alias
simpsons2p.zip	The Simpsons	The Simpsons (2 Players World, set 1)	—	The Simpsons (2 Players World, set 1)	alias
sjryuko.zip	Sukeban Jansi Ryuko	Sukeban Jansi Ryuko (set 2, System 16B, FD1089B 317-5021)	—	Sukeban Jansi Ryuko (set 2, System 16B, FD1089B 317-5021)	alias
skullfng.zip	Skull Fang	Skull Fang (Europe 1.13)	—	Skull Fang (Europe 1.13)	alias
skullxbo.zip	Skull & Crossbones	Skull & Crossbones (rev 5)	—	Skull & Crossbones (rev 5)	alias
skyadvnt.zip	Sky Adventure	Sky Adventure	World	Sky Adventure (World)	alias
skydest.zip	Sky Destroyer	Sky Destroyer	Japan	Sky Destroyer (Japan)	alias
skykid.zip	Sky Kid	Sky Kid (new version)	—	Sky Kid (new version)	alias
skykiddx.zip	Sky Kid Deluxe	Sky Kid Deluxe (set 1)	—	Sky Kid Deluxe (set 1)	alias
skysoldr.zip	Sky Soldiers	Sky Soldiers	USA	Sky Soldiers (USA)	alias
slammast.zip	Saturday Night Slam Masters	Saturday Night Slam Masters (World 930713)	—	Saturday Night Slam Masters (World 930713)	alias
slapshot.zip	Slap Shot	Slap Shot (Ver 3.0 O)	—	Slap Shot (Ver 3.0 O)	alias
slipstrm.zip	Slip Stream	Slip Stream (Brazil 950515)	—	Slip Stream (Brazil 950515)	alias
smashtv.zip	Smash T.V.	Smash T.V. (rev 8.00)	—	Smash T.V. (rev 8.00)	alias
smgp.zip	Super Monaco GP	Super Monaco GP (Rev B) (FD1094 317-0126a)	World	Super Monaco GP (Rev B) (FD1094 317-0126a) (World)	alias
sngkace.zip	Sengoku Ace	Sengoku Ace (set 1)	Japan	Sengoku Ace (set 1) (Japan)	alias
snowboar.zip	Snow Board Championship	Snow Board Championship (version 2.1)	—	Snow Board Championship (version 2.1)	alias
snowbro2.zip	Snow Bros. 2 : With New Elves	Snow Bros. 2 - With New Elves / Otenki Paradise (Hanafram)	—	Snow Bros. 2 - With New Elves / Otenki Paradise (Hanafram)	alias
snowbros.zip	Snow Bros. - Nick & Tom	Snow Bros. - Nick & Tom (set 1)	—	Snow Bros. - Nick & Tom (set 1)	alias
socbrawl.zip	Soccer Brawl	Soccer Brawl (NGM-031)	—	Soccer Brawl (NGM-031)	alias
sokoban.zip	Boxy Boy	Sokoban LE	—	Sokoban LE	check
sokonuke.zip	Sokonuke Taisen Game	Sokonuke Taisen Game	Japan	Sokonuke Taisen Game (Japan)	alias
solarfox.zip	Solar Fox	Solar Fox (upright)	—	Solar Fox (upright)	alias
soldivid.zip	Sol Divide: Sword of Darkness	Sol Divide: Sword Of Darkness	—	Sol Divide: Sword Of Darkness	alias
solfigtr.zip	Solitary Fighter	Solitary Fighter	World	Solitary Fighter (World)	alias
solomon.zip	Solomon's Key	Solomon's Key	USA	Solomon's Key (USA)	alias
solrwarr.zip	Soldier of Light	Solar-Warrior	USA	Solar-Warrior (USA)	check
sonic.zip	Segasonic The Hedgehog	SegaSonic The Hedgehog (rev. C)	Japan	SegaSonic The Hedgehog (rev. C) (Japan)	alias
sonicbom.zip	Sonic Boom	Sonic Boom (FD1094 317-0053)	—	Sonic Boom (FD1094 317-0053)	alias
sonicfgt.zip	Sega Sonic Cosmo Fighter	SegaSonic Cosmo Fighter	World	SegaSonic Cosmo Fighter (World)	alias
sonicwi.zip	Sonic Wings Reunion	Sonic Wings	Japan	Sonic Wings (Japan)	alias
sonicwi2.zip	Aero Fighters 2	Aero Fighters 2 / Sonic Wings 2	—	Aero Fighters 2 / Sonic Wings 2	alias
sonicwi3.zip	Aero Fighters 3	Aero Fighters 3 / Sonic Wings 3	—	Aero Fighters 3 / Sonic Wings 3	alias
sosterm.zip	S.o.s.	S.O.S.	—	S.O.S.	alias
sotsugyo.zip	Sotsugyo Shousho	Sotsugyo Shousho	Japan	Sotsugyo Shousho (Japan)	alias
spacduel.zip	Space Duel	Space Duel (version 2)	—	Space Duel (version 2)	alias
spacedx.zip	Space Invaders DX	Space Invaders DX (v2.1)	USA	Space Invaders DX (v2.1) (USA)	alias
spacefb.zip	Space Firebird	Space Firebird (rev. 04-u)	—	Space Firebird (rev. 04-u)	alias
spacegun.zip	Space Gun	Space Gun	World	Space Gun (World)	alias
spacfury.zip	Space Fury	Space Fury (revision C)	—	Space Fury (revision C)	alias
spang.zip	Super Pang	Super Pang (World 900914)	—	Super Pang (World 900914)	alias
sparkman.zip	Spark Man	Spark Man (v2.0, set 1)	—	Spark Man (v2.0, set 1)	alias
spcinv95.zip	Space Invaders '95: The Attack Of Lunar Loonies	Space Invaders '95: The Attack Of Lunar Loonies (Ver 2.5O 1995/06/14)	—	Space Invaders '95: The Attack Of Lunar Loonies (Ver 2.5O 1995/06/14)	alias
spcpostn.zip	Space Position	Space Position	Japan	Space Position (Japan)	alias
spdball.zip	Speed Ball	Speed Ball - Contest at Neonworld (prototype)	—	Speed Ball - Contest at Neonworld (prototype)	alias
spdcoin.zip	Speed Coin	Speed Coin (prototype)	—	Speed Coin (prototype)	alias
spdodgeb.zip	Super Dodge Ball	Super Dodge Ball	USA	Super Dodge Ball (USA)	alias
spec2k.zip	Fire Hawk	Spectrum 2000 (vertical)	Korea	Spectrum 2000 (vertical) (Korea)	check
speccies.zip	speccies	Speccies 2	—	Speccies 2	alias
speedbal.zip	Speed Ball	Speed Ball (set 1)	—	Speed Ball (set 1)	alias
spelunk2.zip	Spelunker II	Spelunker II - 23 no Kagi	Japan	Spelunker II - 23 no Kagi (Japan)	alias
spf2t.zip	Super Puzzle Fighter II Turbo	Super Puzzle Fighter II Turbo (Europe 960529)	—	Super Puzzle Fighter II Turbo (Europe 960529)	alias
spidermi.zip	ZZZ(notgame):Demos	Spiderman (FMV Demo)	—	Spiderman (FMV Demo)	check
spidman.zip	Spider-Man: The Videogame	Spider-Man: The Videogame	World	Spider-Man: The Videogame (World)	alias
spinlbrk.zip	Spinal Breakers	Spinal Breakers	World	Spinal Breakers (World)	alias
spinmast.zip	Spin Master	Spin Master / Miracle Adventure	—	Spin Master / Miracle Adventure	alias
splatter.zip	Splatter House	Splatterhouse (new version (SH3))	World	Splatterhouse (new version (SH3)) (World)	alias
spnchout.zip	Super Punch-out!!	Super Punch-Out!! (Rev B)	—	Super Punch-Out!! (Rev B)	alias
spotty.zip	ZZZ(notgame):Spotty	Spotty (Ver. 2.0.2)	—	Spotty (Ver. 2.0.2)	alias
sprcros2.zip	Super Cross II	Super Cross II (set 1)	Japan	Super Cross II (set 1) (Japan)	alias
spy.zip	S.P.Y. - Special Project Y	S.P.Y. - Special Project Y (World ver. N)	—	S.P.Y. - Special Project Y (World ver. N)	alias
spyhunt2.zip	Spy Hunter II	Spy Hunter II (rev 2)	—	Spy Hunter II (rev 2)	alias
sqbert.zip	Faster, Harder, More Challenging Q*bert	Faster, Harder, More Challenging Q*bert (prototype)	—	Faster, Harder, More Challenging Q*bert (prototype)	alias
sqij.zip	Sqij Arcade	SQIJ!	—	SQIJ!	alias
squaitsa.zip	Squash	Squash (Itisa)	—	Squash (Itisa)	alias
squash.zip	Squash (World, ver. 1.0, checksum 015aef61)	Squash (ver. 1.0, checksum 015aef61)	World	Squash (ver. 1.0, checksum 015aef61) (World)	alias
sranger.zip	Super Ranger	Super Ranger (v2.0)	—	Super Ranger (v2.0)	alias
srdarwin.zip	Super Real Darwin	SRD: Super Real Darwin	World	SRD: Super Real Darwin (World)	alias
srmp4.zip	Super Real Mahjong Piv	Super Real Mahjong PIV	Japan	Super Real Mahjong PIV (Japan)	alias
srmp7.zip	Super Real Mahjong P7	Super Real Mahjong P7	Japan	Super Real Mahjong P7 (Japan)	alias
srumbler.zip	The Speed Rumbler	The Speed Rumbler (set 1)	—	The Speed Rumbler (set 1)	alias
ssf2.zip	Super Street Fighter II: The New Challengers	Super Street Fighter II: The New Challengers (World 931005)	—	Super Street Fighter II: The New Challengers (World 931005)	alias
ssf2t.zip	Super Street Fighter II Turbo	Super Street Fighter II Turbo (World 940223)	—	Super Street Fighter II Turbo (World 940223)	alias
sshangha.zip	Super Shanghai Dragon's Eye	Super Shanghai Dragon's Eye	World	Super Shanghai Dragon's Eye (World)	alias
ssi.zip	Super Space Invaders '91	Super Space Invaders '91 (revised code, Rev 1)	World	Super Space Invaders '91 (revised code, Rev 1) (World)	alias
ssideki.zip	Super Sidekicks	Super Sidekicks / Tokuten Ou	—	Super Sidekicks / Tokuten Ou	alias
ssideki2.zip	Super Sidekicks 2 - The World Championship	Super Sidekicks 2 - The World Championship / Tokuten Ou 2 - Real Fight Football (NGM-061 ~ NGH-061)	—	Super Sidekicks 2 - The World Championship / Tokuten Ou 2 - Real Fight Football (NGM-061 ~ NGH-061)	alias
ssideki3.zip	Super Sidekicks 3 - The Next Glory	Super Sidekicks 3 - The Next Glory / Tokuten Ou 3 - Eikou e no Chousen	—	Super Sidekicks 3 - The Next Glory / Tokuten Ou 3 - Eikou e no Chousen	alias
ssideki4.zip	The Ultimate 11: SNK Football Championship	The Ultimate 11 - The SNK Football Championship / Tokuten Ou - Honoo no Libero	—	The Ultimate 11 - The SNK Football Championship / Tokuten Ou - Honoo no Libero	alias
ssoldier.zip	Superior Soldiers	Superior Soldiers	USA	Superior Soldiers (USA)	alias
ssonicbr.zip	SegaSonic Bros.	SegaSonic Bros. (prototype, hack)	—	SegaSonic Bros. (prototype, hack)	alias
ssozumo.zip	Syusse Oozumou	Syusse Oozumou	Japan	Syusse Oozumou (Japan)	alias
sspirits.zip	Scramble Spirits	Scramble Spirits (Floppy Based)	World	Scramble Spirits (Floppy Based) (World)	alias
ssriders.zip	Sunset Riders	Sunset Riders (4 Players ver EAC)	—	Sunset Riders (4 Players ver EAC)	alias
ssridersubc.zip	Sunset Riders	Sunset Riders (2 Players ver UBC)	—	Sunset Riders (2 Players ver UBC)	alias
ssrj.zip	Super Speed Race Junior	Super Speed Race Junior	Japan	Super Speed Race Junior (Japan)	alias
sstingry.zip	Super Stingray	Super Stingray	Japan	Super Stingray (Japan)	alias
stadhero.zip	Stadium Hero	Stadium Hero	Japan	Stadium Hero (Japan)	alias
stadhr96.zip	Stadium Hero '96	Stadium Hero '96 (EAJ, Tuning license)	Europe	Stadium Hero '96 (EAJ, Tuning license) (Europe)	alias
stagger1.zip	Red Hawk	Stagger I	Japan	Stagger I (Japan)	check
stakwin.zip	Stakes Winner	Stakes Winner / Stakes Winner - GI Kinzen Seiha e no Michi	—	Stakes Winner / Stakes Winner - GI Kinzen Seiha e no Michi	alias
starfigh.zip	Star Fighter	Star Fighter (v1)	—	Star Fighter (v1)	alias
starjack.zip	Star Jacker	Star Jacker (Sega)	—	Star Jacker (Sega)	alias
starwars.zip	Star Wars	Star Wars (set 1)	—	Star Wars (set 1)	alias
stdragon.zip	Saint Dragon	Saint Dragon (set 1)	—	Saint Dragon (set 1)	alias
stkclmns.zip	Stack Columns	Stack Columns	World	Stack Columns (World)	alias
stmblade.zip	Storm Blade	Storm Blade	USA	Storm Blade (USA)	alias
stonebal.zip	Stone Ball	Stone Ball (4 Players, v1-20 13/12/1994)	—	Stone Ball (4 Players, v1-20 13/12/1994)	alias
stratof.zip	Raiga - Strato Fighter	Raiga - Strato Fighter	USA	Raiga - Strato Fighter (USA)	alias
streakng.zip	Streaking	Streaking (set 1)	—	Streaking (set 1)	alias
streetsm.zip	Street Smart	Street Smart (US version 2)	—	Street Smart (US version 2)	alias
strhoop.zip	Street Slam	Street Hoop / Street Slam / Dunk Dream (DEM-004 ~ DEH-004)	—	Street Hoop / Street Slam / Dunk Dream (DEM-004 ~ DEH-004)	alias
strider.zip	Strider (USA, B-Board 89624B-2)	Strider (B-Board 89624B-2)	USA	Strider (B-Board 89624B-2) (USA)	alias
strkfgtr.zip	Strike Fighter	Strike Fighter	World	Strike Fighter (World)	alias
strkforc.zip	Strike Force	Strike Force (rev 1 02/25/91)	—	Strike Force (rev 1 02/25/91)	alias
sub.zip	Submarine	Submarine (Sigma)	—	Submarine (Sigma)	alias
subroc3d.zip	Subroc-3d	Subroc-3D	—	Subroc-3D	alias
sucasino.zip	ZZZ(notgame):Super Casino	Super Casino	—	Super Casino	alias
suchie2.zip	Idol Janshi Suchie-pai 2	Idol Janshi Suchie-Pai II (ver 1.1)	—	Idol Janshi Suchie-Pai II (ver 1.1)	alias
sunaq.zip	Suna Quiz 6000 Academy	SunA Quiz 6000 Academy (940620-6)	—	SunA Quiz 6000 Academy (940620-6)	alias
supbtime.zip	Super Burger Time	Super Burger Time (set 1)	World	Super Burger Time (set 1) (World)	alias
supduck.zip	Hell Out	Super Duck	—	Super Duck	check
superbon.zip	Agent Super Bond	Agent Super Bond (Super Cobra conversion, encrypted)	—	Agent Super Bond (Super Cobra conversion, encrypted)	alias
superchs.zip	Super Chase - Criminal Termination	Super Chase - Criminal Termination	World	Super Chase - Criminal Termination (World)	alias
superspy.zip	The Super Spy	The Super Spy (NGM-011 ~ NGH-011)	—	The Super Spy (NGM-011 ~ NGH-011)	alias
superx.zip	Super-x	Super-X (NTC)	—	Super-X (NTC)	alias
suplup.zip	Super Lup Lup Puzzle	Super Lup Lup Puzzle / Zhuan Zhuan Puzzle (version 4.0 / 990518)	—	Super Lup Lup Puzzle / Zhuan Zhuan Puzzle (version 4.0 / 990518)	alias
suprleag.zip	Super League	Super League (FD1094 317-0045)	—	Super League (FD1094 317-0045)	alias
suprloco.zip	Super Locomotive	Super Locomotive (Rev.A)	—	Super Locomotive (Rev.A)	alias
